gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster
SYNPO2,0,-0.383187615,0.432,0.619,0,AST
PGAM1,0,-0.383392931,0.387,0.686,0,AST
RPS27A,0,-0.383834333,0.573,0.767,0,AST
NEFM,0,-0.385476574,0.561,0.591,0,AST
SCN1A-AS1,0,-0.387291627,0.626,0.491,0,AST
ADAMTSL1,0,-0.388265254,0.234,0.582,0,AST
CPLX1,0,-0.388286311,0.454,0.532,0,AST
MDH1,0,-0.389378875,0.487,0.684,0,AST
PLCXD3,0,-0.39057988,0.395,0.501,0,AST
PROX1,0,-0.390895594,0.444,0.467,0,AST
AC007563.2,0,-0.39325766,0.334,0.554,0,AST
AC068587.4,0,-0.394222526,0.616,0.719,0,AST
GULP1,0,-0.394361115,0.666,0.627,0,AST
NGRN,0,-0.394445713,0.521,0.635,0,AST
BCL11B,0,-0.397259377,0.316,0.531,0,AST
LINC01725,0,-0.397379238,0.298,0.502,0,AST
AC090015.1,0,-0.397736803,0.375,0.465,0,AST
LINC01630,0,-0.398817831,0.439,0.494,0,AST
CHGB,0,-0.398958366,0.59,0.694,0,AST
KCNN2,0,-0.399684511,0.376,0.683,0,AST
SPHKAP,0,-0.401584495,0.423,0.68,0,AST
PART1,0,-0.401867859,0.334,0.619,0,AST
FAM3C,0,-0.402312249,0.371,0.617,0,AST
CCDC85B,0,-0.402998757,0.301,0.642,0,AST
FYB1,0,-0.4035469,0.271,0.363,0,AST
UQCRH,0,-0.406865959,0.514,0.736,0,AST
ATP8B4,0,-0.408640543,0.594,0.511,0,AST
CCDC3,0,-0.411876821,0.436,0.584,0,AST
AP2M1,0,-0.413635353,0.464,0.648,0,AST
PPP1R14A,0,-0.413740064,0.354,0.416,0,AST
AL158077.2,0,-0.413778554,0.422,0.553,0,AST
TUBB3,0,-0.414451297,0.512,0.686,0,AST
SIDT1,0,-0.414849385,0.446,0.578,0,AST
CRYM,0,-0.417711489,0.385,0.628,0,AST
PLCB4,0,-0.423811713,0.648,0.645,0,AST
ADAMTS19,0,-0.425614678,0.518,0.64,0,AST
LINC02232,0,-0.425733977,0.592,0.557,0,AST
AC093607.1,0,-0.431920616,0.401,0.657,0,AST
LRRK1,0,-0.433406739,0.399,0.593,0,AST
VWC2L,0,-0.433479525,0.527,0.531,0,AST
ARHGAP10,0,-0.434432026,0.506,0.644,0,AST
MAP1A,0,-0.43481989,0.393,0.593,0,AST
NAP1L2,0,-0.436063085,0.38,0.648,0,AST
MLLT11,0,-0.436506637,0.418,0.685,0,AST
ANKRD34C-AS1,0,-0.438456852,0.311,0.649,0,AST
GRIK3,0,-0.439066962,0.479,0.629,0,AST
NREP,0,-0.439327873,0.519,0.755,0,AST
COL26A1,0,-0.44041573,0.501,0.679,0,AST
HINT1,0,-0.440958136,0.545,0.729,0,AST
BEX4,0,-0.442009958,0.518,0.663,0,AST
TMEM163,0,-0.442311467,0.319,0.611,0,AST
FKBP1A,0,-0.443333599,0.334,0.602,0,AST
AC069228.1,0,-0.447161915,0.477,0.596,0,AST
CHGA,0,-0.447225726,0.361,0.55,0,AST
HTR2A,0,-0.448781574,0.415,0.65,0,AST
PARM1,0,-0.449991386,0.345,0.591,0,AST
KHDRBS2-OT,0,-0.451151043,0.254,0.609,0,AST
AC073365.1,0,-0.453127563,0.438,0.551,0,AST
NRN1,0,-0.454094672,0.433,0.638,0,AST
CFL1,0,-0.454363329,0.517,0.723,0,AST
COL24A1,0,-0.456207377,0.473,0.688,0,AST
SMOC1,0,-0.457476756,0.347,0.554,0,AST
RANBP17,0,-0.461428675,0.533,0.751,0,AST
RAB3IP,0,-0.461912068,0.357,0.577,0,AST
PIEZO2,0,-0.463791923,0.415,0.548,0,AST
NIPAL2,0,-0.463848954,0.399,0.551,0,AST
HTR1E,0,-0.467479852,0.609,0.602,0,AST
AOAH,0,-0.468516838,0.499,0.5,0,AST
GRIN3A,0,-0.469749324,0.258,0.61,0,AST
PEBP1,0,-0.469935923,0.535,0.765,0,AST
NAP1L3,0,-0.474278976,0.426,0.588,0,AST
MOG,0,-0.478420117,0.314,0.44,0,AST
SELENOW,0,-0.479230538,0.602,0.792,0,AST
NAPB,0,-0.482017977,0.384,0.672,0,AST
AC008415.1,0,-0.482296485,0.292,0.501,0,AST
HSPH1,0,-0.491382029,0.496,0.743,0,AST
IL1RAP,0,-0.492661289,0.366,0.645,0,AST
HPCA,0,-0.492816456,0.422,0.634,0,AST
AC060765.2,0,-0.49465339,0.514,0.581,0,AST
KCNIP4-IT1,0,-0.495944853,0.417,0.608,0,AST
PCSK1N,0,-0.496169939,0.311,0.61,0,AST
SEMA6D,0,-0.497915212,0.54,0.666,0,AST
ERMN,0,-0.497934787,0.238,0.463,0,AST
CPLX2,0,-0.498781045,0.48,0.588,0,AST
PCMT1,0,-0.501442515,0.454,0.698,0,AST
CERCAM,0,-0.501503792,0.397,0.403,0,AST
LINC00320,0,-0.502838859,0.43,0.509,0,AST
PDGFRA,0,-0.503305601,0.386,0.511,0,AST
AL392023.2,0,-0.50461344,0.545,0.667,0,AST
AC110296.1,0,-0.510311904,0.347,0.662,0,AST
GNG2,0,-0.512409133,0.481,0.679,0,AST
TRIM59,0,-0.513437225,0.536,0.491,0,AST
MAN1A1,0,-0.515242256,0.458,0.695,0,AST
CADPS2,0,-0.515405688,0.516,0.678,0,AST
ANLN,0,-0.516220183,0.308,0.493,0,AST
FAM153B,0,-0.518277777,0.382,0.653,0,AST
RXFP1,0,-0.518796122,0.353,0.602,0,AST
LINC02822,0,-0.52024941,0.411,0.66,0,AST
AC233296.1,0,-0.520911291,0.319,0.527,0,AST
LPAR1,0,-0.523015347,0.598,0.51,0,AST
AP002370.2,0,-0.523530488,0.442,0.681,0,AST
AC024901.1,0,-0.524987172,0.37,0.597,0,AST
AC008571.2,0,-0.526146519,0.38,0.478,0,AST
ZFPM2,0,-0.526397544,0.467,0.692,0,AST
AC120193.1,0,-0.527545185,0.522,0.523,0,AST
SST,0,-0.527561363,0.451,0.664,0,AST
FOLH1,0,-0.52826988,0.383,0.471,0,AST
OAZ1,0,-0.529649537,0.427,0.72,0,AST
EPHA7,0,-0.530987475,0.482,0.652,0,AST
AL033523.1,0,-0.535616968,0.407,0.508,0,AST
PLLP,0,-0.538505783,0.42,0.469,0,AST
ENO2,0,-0.538638606,0.452,0.701,0,AST
NYAP2,0,-0.539240327,0.538,0.646,0,AST
KLHL29,0,-0.539388654,0.334,0.658,0,AST
DLGAP1-AS4,0,-0.540057559,0.558,0.696,0,AST
MT-CO1,0,-0.547580982,0.73,0.884,0,AST
GAD2,0,-0.547764868,0.415,0.566,0,AST
MT-CO2,0,-0.549612104,0.703,0.858,0,AST
OPALIN,0,-0.550708463,0.219,0.435,0,AST
AL157944.1,0,-0.551724926,0.444,0.574,0,AST
RAB27B,0,-0.55353813,0.452,0.664,0,AST
CALM2,0,-0.553767337,0.757,0.901,0,AST
GRM8,0,-0.557656273,0.436,0.638,0,AST
PID1,0,-0.55868985,0.379,0.718,0,AST
STXBP5-AS1,0,-0.570375215,0.343,0.565,0,AST
GDA,0,-0.5712998,0.382,0.669,0,AST
MAML3,0,-0.571566751,0.331,0.594,0,AST
SLC22A10,0,-0.57421619,0.666,0.668,0,AST
PCSK6,0,-0.574596485,0.571,0.585,0,AST
TESPA1,0,-0.578023428,0.478,0.602,0,AST
TUBB4A,0,-0.579842739,0.459,0.663,0,AST
OLFM1,0,-0.583069862,0.721,0.799,0,AST
TMSB10,0,-0.584151986,0.773,0.869,0,AST
NTNG1,0,-0.584267765,0.558,0.692,0,AST
TMEM144,0,-0.584674041,0.475,0.591,0,AST
AJ009632.2,0,-0.588007967,0.363,0.602,0,AST
YWHAB,0,-0.588060785,0.515,0.732,0,AST
AL359091.1,0,-0.589609124,0.293,0.351,0,AST
SCG2,0,-0.592788243,0.551,0.657,0,AST
RNASE1,0,-0.593049317,0.392,0.469,0,AST
SEMA5A,0,-0.593704196,0.55,0.623,0,AST
AC067956.1,0,-0.593915461,0.5,0.597,0,AST
AC073091.3,0,-0.593961247,0.456,0.572,0,AST
TAGLN3,0,-0.596603956,0.432,0.68,0,AST
BEX3,0,-0.59732024,0.651,0.8,0,AST
DLX6-AS1,0,-0.598404118,0.53,0.546,0,AST
CNR1,0,-0.599528813,0.506,0.684,0,AST
MAG,0,-0.601394622,0.357,0.445,0,AST
VAMP2,0,-0.602889977,0.604,0.762,0,AST
RIT2,0,-0.603540445,0.579,0.619,0,AST
GRM1,0,-0.610785802,0.457,0.63,0,AST
ATP6V1B2,0,-0.611091574,0.377,0.691,0,AST
ABCA8,0,-0.614349466,0.541,0.489,0,AST
LY6H,0,-0.615708487,0.397,0.607,0,AST
SLIT3,0,-0.617247958,0.517,0.647,0,AST
AL445250.1,0,-0.618278621,0.562,0.546,0,AST
AC007368.1,0,-0.618706217,0.29,0.6,0,AST
KIAA1211L,0,-0.621059805,0.561,0.684,0,AST
SPP1,0,-0.621753728,0.258,0.403,0,AST
SLC5A11,0,-0.623834811,0.498,0.534,0,AST
EIF4A2,0,-0.624114037,0.454,0.74,0,AST
LMO4,0,-0.625099728,0.552,0.72,0,AST
SATB1-AS1,0,-0.628206813,0.453,0.696,0,AST
EPHA3,0,-0.629715606,0.359,0.643,0,AST
NWD2,0,-0.630295531,0.395,0.695,0,AST
GAD1,0,-0.63088206,0.462,0.564,0,AST
HS3ST4,0,-0.632766512,0.377,0.658,0,AST
CALM1,0,-0.63295298,0.695,0.839,0,AST
DIRAS2,0,-0.636514702,0.44,0.69,0,AST
LINC02263,0,-0.640127383,0.428,0.619,0,AST
LINC01170,0,-0.641192922,0.312,0.497,0,AST
TUBA1A,0,-0.641903802,0.623,0.777,0,AST
LINC02055,0,-0.643592463,0.24,0.572,0,AST
PRR16,0,-0.645028984,0.489,0.645,0,AST
TENM1,0,-0.646160462,0.37,0.643,0,AST
RGS4,0,-0.646490155,0.527,0.719,0,AST
SNAP25-AS1,0,-0.646563157,0.398,0.634,0,AST
RELN,0,-0.650374017,0.418,0.529,0,AST
EPHA6,0,-0.652750308,0.372,0.694,0,AST
KIF26B,0,-0.654272258,0.403,0.676,0,AST
NEFL,0,-0.654388098,0.542,0.671,0,AST
TSPYL1,0,-0.656188515,0.521,0.683,0,AST
CACNA2D3,0,-0.658308472,0.417,0.751,0,AST
AC019211.1,0,-0.658911078,0.53,0.658,0,AST
LAMA2,0,-0.659442375,0.38,0.505,0,AST
LRMDA,0,-0.661113276,0.284,0.508,0,AST
PHYHIP,0,-0.662409081,0.462,0.653,0,AST
LINC02306,0,-0.666277797,0.262,0.533,0,AST
LINC01378,0,-0.670706087,0.516,0.572,0,AST
SLCO1A2,0,-0.677370625,0.392,0.509,0,AST
UNC5D,0,-0.683702964,0.708,0.738,0,AST
LY86-AS1,0,-0.68375005,0.394,0.66,0,AST
NORAD,0,-0.688067864,0.455,0.751,0,AST
RAB3A,0,-0.68964988,0.476,0.72,0,AST
TMSB4X,0,-0.692965601,0.763,0.888,0,AST
SNCB,0,-0.694474813,0.493,0.681,0,AST
PCDH11Y,0,-0.697460079,0.681,0.724,0,AST
FSTL5,0,-0.700779776,0.687,0.769,0,AST
CNDP1,0,-0.701163951,0.417,0.465,0,AST
FGF13,0,-0.702946223,0.395,0.628,0,AST
AL391840.1,0,-0.703386452,0.283,0.668,0,AST
ST6GAL1,0,-0.712957514,0.289,0.699,0,AST
KCNH5,0,-0.717695039,0.473,0.711,0,AST
CNP,0,-0.722827719,0.315,0.52,0,AST
UNC13C,0,-0.722889485,0.415,0.635,0,AST
VWC2,0,-0.727300631,0.488,0.623,0,AST
AL591501.1,0,-0.731394809,0.621,0.644,0,AST
ATP6V0C,0,-0.734556531,0.515,0.782,0,AST
CALM3,0,-0.736710524,0.655,0.797,0,AST
C10orf90,0,-0.738599886,0.382,0.581,0,AST
RPH3A,0,-0.741322948,0.499,0.699,0,AST
GPC6,0,-0.742053308,0.734,0.778,0,AST
LINC01250,0,-0.742584507,0.479,0.71,0,AST
SCN3B,0,-0.744576785,0.607,0.77,0,AST
CUX2,0,-0.745732569,0.403,0.665,0,AST
C8orf34,0,-0.746450522,0.613,0.753,0,AST
MYO16,0,-0.751666312,0.385,0.737,0,AST
CLDN11,0,-0.75219009,0.27,0.481,0,AST
YWHAH,0,-0.752618017,0.608,0.781,0,AST
VRK2,0,-0.753289572,0.336,0.592,0,AST
CADPS,0,-0.753980846,0.693,0.775,0,AST
PAM,0,-0.754457514,0.402,0.707,0,AST
FAM107B,0,-0.755224849,0.385,0.542,0,AST
DISC1,0,-0.756821857,0.323,0.563,0,AST
ST6GALNAC5,0,-0.757518778,0.487,0.716,0,AST
PWRN1,0,-0.759389611,0.399,0.639,0,AST
FRAS1,0,-0.760002828,0.477,0.717,0,AST
PTCHD4,0,-0.760005965,0.407,0.595,0,AST
BASP1-AS1,0,-0.760554285,0.588,0.727,0,AST
LINC01322,0,-0.761871598,0.596,0.704,0,AST
FAM153CP,0,-0.762364363,0.51,0.696,0,AST
CHN1,0,-0.764494045,0.788,0.873,0,AST
GAP43,0,-0.764690348,0.623,0.763,0,AST
SDK1,0,-0.76470068,0.453,0.625,0,AST
SATB2,0,-0.771079385,0.376,0.68,0,AST
UGT8,0,-0.772753185,0.277,0.544,0,AST
MIR137HG,0,-0.774783186,0.548,0.658,0,AST
ARPP19,0,-0.779961034,0.698,0.772,0,AST
CABP1,0,-0.782600081,0.294,0.598,0,AST
ANO3,0,-0.783724486,0.379,0.711,0,AST
ELAVL2,0,-0.784576432,0.604,0.679,0,AST
NRGN,0,-0.786015465,0.68,0.78,0,AST
IPCEF1,0,-0.788840608,0.513,0.645,0,AST
AC109466.1,0,-0.788994131,0.41,0.546,0,AST
STMN1,0,-0.799426962,0.633,0.796,0,AST
CREG2,0,-0.800543105,0.543,0.734,0,AST
UCHL1,0,-0.807088153,0.48,0.733,0,AST
BEX1,0,-0.810186162,0.598,0.797,0,AST
AC004852.2,0,-0.812095363,0.547,0.523,0,AST
PDZD2,0,-0.816133901,0.566,0.672,0,AST
CCDC85A,0,-0.816701637,0.531,0.675,0,AST
STMN2,0,-0.822057755,0.618,0.793,0,AST
FOXP2,0,-0.82215449,0.55,0.689,0,AST
ZNF804B,0,-0.823832063,0.423,0.755,0,AST
TSHZ2,0,-0.824445113,0.542,0.592,0,AST
CPNE4,0,-0.824547668,0.349,0.689,0,AST
NPTX1,0,-0.826678135,0.391,0.684,0,AST
CACNG3,0,-0.836366701,0.517,0.735,0,AST
MLIP,0,-0.837041536,0.582,0.71,0,AST
NDST3,0,-0.837236803,0.473,0.684,0,AST
YWHAG,0,-0.843079998,0.567,0.783,0,AST
PLXDC2,0,-0.851602471,0.526,0.68,0,AST
LINC01608,0,-0.852843922,0.415,0.514,0,AST
PLXNA4,0,-0.855503125,0.575,0.701,0,AST
SCG5,0,-0.856752803,0.579,0.755,0,AST
AC107223.1,0,-0.860340696,0.46,0.744,0,AST
HOMER1,0,-0.871982769,0.625,0.804,0,AST
CNTN3,0,-0.872675471,0.56,0.712,0,AST
PTPRR,0,-0.877154867,0.342,0.753,0,AST
AC013287.1,0,-0.885922785,0.439,0.597,0,AST
EPHA5,0,-0.892737603,0.521,0.763,0,AST
FSTL4,0,-0.894348526,0.462,0.674,0,AST
ATP1A1,0,-0.8966335,0.549,0.769,0,AST
XYLT1,0,-0.908139257,0.417,0.703,0,AST
SH3GL2,0,-0.909195221,0.504,0.731,0,AST
SLC7A14-AS1,0,-0.90932714,0.52,0.587,0,AST
RGS6,0,-0.914221241,0.467,0.73,0,AST
SERPINI1,0,-0.916609441,0.53,0.775,0,AST
CASC15,0,-0.919993112,0.403,0.682,0,AST
NETO1,0,-0.923596675,0.622,0.762,0,AST
AC090578.1,0,-0.927623334,0.401,0.734,0,AST
ENPP2,0,-0.930204141,0.408,0.619,0,AST
KCNH8,0,-0.930270481,0.455,0.619,0,AST
SYN3,0,-0.931716321,0.405,0.642,0,AST
PDZRN4,0,-0.935218784,0.357,0.651,0,AST
SLC17A7,0,-0.938685128,0.558,0.743,0,AST
IL1RAPL2,0,-0.944574914,0.446,0.668,0,AST
TUBA1B,0,-0.948357075,0.494,0.788,0,AST
PCDH11X,0,-0.955072375,0.398,0.654,0,AST
SOX2-OT,0,-0.955785673,0.452,0.741,0,AST
APOD,0,-0.957220759,0.472,0.547,0,AST
PLPPR1,0,-0.960641479,0.45,0.699,0,AST
TRHDE,0,-0.964659917,0.516,0.67,0,AST
FXYD6,0,-0.965619607,0.554,0.77,0,AST
AC034268.2,0,-0.968497753,0.624,0.695,0,AST
SORCS3,0,-0.971342189,0.372,0.713,0,AST
AL117329.1,0,-0.971979975,0.516,0.694,0,AST
TF,0,-0.972683206,0.29,0.543,0,AST
CBLN2,0,-0.974787746,0.338,0.693,0,AST
CLSTN2,0,-0.975791589,0.49,0.641,0,AST
CCK,0,-0.979211658,0.532,0.745,0,AST
SNCA,0,-0.985467399,0.547,0.731,0,AST
PTPRO,0,-0.988240149,0.568,0.771,0,AST
RNF220,0,-0.992060022,0.558,0.685,0,AST
AC012494.1,0,-0.992753894,0.421,0.582,0,AST
TENM3,0,-1.006055796,0.307,0.717,0,AST
ARL15,0,-1.012934186,0.554,0.785,0,AST
ROBO1,0,-1.020266282,0.525,0.741,0,AST
RAB3C,0,-1.020597946,0.46,0.752,0,AST
LINC01122,0,-1.021912932,0.521,0.705,0,AST
PHACTR1,0,-1.022891131,0.709,0.852,0,AST
VSNL1,0,-1.028445415,0.584,0.802,0,AST
SYNPR,0,-1.029219057,0.327,0.568,0,AST
SLIT2,0,-1.038826442,0.444,0.613,0,AST
PLEKHA5,0,-1.048309165,0.404,0.801,0,AST
ZMAT4,0,-1.053173483,0.303,0.685,0,AST
FMN1,0,-1.053662271,0.499,0.712,0,AST
LUZP2,0,-1.062957647,0.701,0.78,0,AST
KCNT2,0,-1.066700967,0.518,0.796,0,AST
KCNB2,0,-1.07199086,0.466,0.726,0,AST
SV2B,0,-1.073131022,0.493,0.71,0,AST
PTPRK,0,-1.076648577,0.433,0.791,0,AST
SNAP25,0,-1.092054622,0.684,0.862,0,AST
NECAB1,0,-1.099785626,0.581,0.701,0,AST
ENC1,0,-1.100425929,0.606,0.784,0,AST
BCAS1,0,-1.104515566,0.542,0.629,0,AST
MOBP,0,-1.104761742,0.398,0.539,0,AST
SLC35F3,0,-1.108456894,0.469,0.657,0,AST
THY1,0,-1.109531992,0.367,0.8,0,AST
DGKB,0,-1.11855413,0.587,0.776,0,AST
MCTP1,0,-1.129930066,0.401,0.673,0,AST
CDH8,0,-1.140542729,0.591,0.733,0,AST
DOK6,0,-1.14692371,0.518,0.792,0,AST
CDH9,0,-1.156325964,0.572,0.725,0,AST
RASGRF2,0,-1.162022794,0.425,0.746,0,AST
NELL1,0,-1.163776616,0.521,0.766,0,AST
ZNF536,0,-1.166915665,0.344,0.645,0,AST
MAP1B,0,-1.175144615,0.582,0.854,0,AST
R3HDM1,0,-1.177833434,0.565,0.841,0,AST
AL008633.1,0,-1.183047115,0.546,0.749,0,AST
ZNF804A,0,-1.1902085,0.569,0.679,0,AST
DAB1,0,-1.200436306,0.591,0.736,0,AST
OLFM3,0,-1.216697693,0.554,0.746,0,AST
GRIP1,0,-1.246255533,0.516,0.697,0,AST
SORCS1,0,-1.252655916,0.582,0.768,0,AST
SLC44A5,0,-1.255324731,0.51,0.805,0,AST
CNTNAP4,0,-1.276095296,0.362,0.698,0,AST
NELL2,0,-1.277733526,0.518,0.771,0,AST
KCNMB2,0,-1.290787634,0.535,0.716,0,AST
FRMD4B,0,-1.294291103,0.431,0.667,0,AST
RTN1,0,-1.305856699,0.534,0.817,0,AST
SORBS2,0,-1.310905914,0.486,0.804,0,AST
CHSY3,0,-1.323678361,0.552,0.76,0,AST
PDE10A,0,-1.344096566,0.565,0.777,0,AST
CA10,0,-1.347302865,0.386,0.773,0,AST
KCTD16,0,-1.349829746,0.483,0.799,0,AST
ZNF385B,0,-1.350257413,0.487,0.784,0,AST
CDH13,0,-1.35222237,0.291,0.711,0,AST
TNR,0,-1.355481287,0.379,0.788,0,AST
KCNH1,0,-1.372444877,0.526,0.737,0,AST
GABRG3,0,-1.386516186,0.369,0.759,0,AST
ADARB2,0,-1.393075906,0.359,0.576,0,AST
MEG8,0,-1.400704349,0.39,0.815,0,AST
PTPRT,0,-1.411622721,0.451,0.75,0,AST
ATP1B1,0,-1.413826218,0.477,0.838,0,AST
NRG1,0,-1.41654791,0.616,0.722,0,AST
KIAA1217,0,-1.422661833,0.529,0.733,0,AST
ASIC2,0,-1.431600451,0.536,0.764,0,AST
ZNF385D,0,-1.433764873,0.557,0.671,0,AST
GRID2,0,-1.436546376,0.671,0.778,0,AST
PDE1A,0,-1.44250122,0.456,0.747,0,AST
ADGRL2,0,-1.447261309,0.55,0.751,0,AST
KCNC2,0,-1.448436706,0.401,0.75,0,AST
TAFA2,0,-1.453800572,0.399,0.772,0,AST
MBP,0,-1.460448266,0.446,0.643,0,AST
AC011287.1,0,-1.460579669,0.523,0.703,0,AST
KCNH7,0,-1.461830765,0.615,0.798,0,AST
LRRTM4,0,-1.462805268,0.67,0.867,0,AST
MMP16,0,-1.472975116,0.577,0.794,0,AST
GRIA4,0,-1.473338712,0.571,0.821,0,AST
CDH12,0,-1.482626202,0.578,0.719,0,AST
NXPH1,0,-1.487037409,0.361,0.619,0,AST
CDH18,0,-1.497892742,0.56,0.769,0,AST
LDB2,0,-1.512065704,0.577,0.762,0,AST
GRM7,0,-1.519581616,0.5,0.805,0,AST
XKR4,0,-1.520321027,0.568,0.785,0,AST
PCDH15,0,-1.521750692,0.449,0.68,0,AST
TMEM132D,0,-1.542642155,0.61,0.832,0,AST
GRIK1,0,-1.567599685,0.429,0.644,0,AST
DCC,0,-1.574325245,0.518,0.714,0,AST
SGCZ,0,-1.597825892,0.549,0.838,0,AST
ERC2,0,-1.639194943,0.469,0.777,0,AST
IQCJ-SCHIP1,0,-1.643410894,0.568,0.762,0,AST
FRMPD4,0,-1.645084913,0.403,0.802,0,AST
DLGAP2,0,-1.65159167,0.481,0.792,0,AST
ST18,0,-1.654772682,0.452,0.612,0,AST
CNTN4,0,-1.674396956,0.551,0.825,0,AST
CNTNAP5,0,-1.676224796,0.558,0.784,0,AST
GALNTL6,0,-1.702514761,0.514,0.804,0,AST
RYR2,0,-1.731932694,0.513,0.762,0,AST
GRIK2,0,-1.733378367,0.407,0.864,0,AST
SPOCK3,0,-1.748407532,0.424,0.683,0,AST
LHFPL3,0,-1.755794904,0.562,0.615,0,AST
LINGO2,0,-1.759305964,0.561,0.731,0,AST
PLP1,0,-1.772317263,0.422,0.551,0,AST
STXBP5L,0,-1.789516913,0.615,0.838,0,AST
HS6ST3,0,-1.794793509,0.502,0.819,0,AST
KHDRBS2,0,-1.868351052,0.455,0.829,0,AST
RALYL,0,-1.953036615,0.617,0.789,0,AST
CNTN5,0,-1.968264353,0.416,0.758,0,AST
MEG3,0,-2.147433377,0.545,0.823,0,AST
ROBO2,0,-2.310970638,0.668,0.853,0,AST
KCNIP4,0,-2.655786905,0.714,0.857,0,AST
SLCO2B1,1.59514316778823e-311,-0.28405382,0.409,0.483,3.19E-308,AST
POU6F2,6.19224723789259e-310,-0.271247076,0.526,0.62,1.24E-306,AST
MEGF11,2.52E-273,-0.270262156,0.516,0.454,5.03E-270,AST
CD74,2.36E-272,-0.262154241,0.445,0.379,4.73E-269,AST
P2RY12,2.09E-258,-0.391061266,0.511,0.436,4.18E-255,AST
APBB1IP,9.81E-246,-0.532522858,0.498,0.541,1.96E-242,AST
VIP,4.68E-225,-0.282036903,0.422,0.456,9.36E-222,AST
CSF1R,1.70E-222,-0.274754673,0.516,0.461,3.39E-219,AST
DOCK8,1.23E-221,-0.611070318,0.531,0.562,2.46E-218,AST
A2M,5.42E-216,-0.303026399,0.47,0.534,1.08E-212,AST
XIST,1.73E-181,0.292702576,0.638,0.588,3.46E-178,AST
INPP5D,3.75E-176,-0.273606374,0.461,0.513,7.50E-173,AST
CSF2RA,1.30E-172,-0.285800597,0.482,0.483,2.60E-169,AST
B2M,1.57E-169,-0.306299346,0.516,0.577,3.13E-166,AST
SCD,8.62E-168,-0.262406859,0.625,0.554,1.72E-164,AST
HSPA1A,9.08E-159,0.252749252,0.605,0.546,1.82E-155,AST
DNER,2.62E-158,-0.256517222,0.611,0.62,5.24E-155,AST
LNCAROD,1.69E-157,-0.34621909,0.563,0.55,3.37E-154,AST
SAMSN1,2.83E-148,-0.271484092,0.442,0.463,5.65E-145,AST
TAFA1,1.75E-133,-0.367258956,0.734,0.756,3.49E-130,AST
CRYAB,7.86E-98,-0.306442135,0.47,0.522,1.57E-94,AST
LHFPL3,0,3.601544398,0.993,0.582,0,OPC
PCDH15,0,2.981306746,0.985,0.632,0,OPC
AC004852.2,0,2.819852101,0.906,0.498,0,OPC
TNR,0,2.656702745,0.983,0.728,0,OPC
PTPRZ1,0,2.618127042,0.981,0.712,0,OPC
VCAN,0,2.542348038,0.911,0.459,0,OPC
LUZP2,0,2.45394104,0.958,0.758,0,OPC
SEMA5A,0,2.314368866,0.913,0.593,0,OPC
SOX6,0,2.20600066,0.957,0.583,0,OPC
XYLT1,0,2.184220933,0.937,0.654,0,OPC
PDGFRA,0,2.178852131,0.869,0.471,0,OPC
CHST11,0,2.068792531,0.923,0.613,0,OPC
BX284613.2,0,1.935867562,0.774,0.615,0,OPC
MEGF11,0,1.921323041,0.79,0.437,0,OPC
MMP16,0,1.885203059,0.951,0.758,0,OPC
KCNMB2,0,1.803948199,0.943,0.679,0,OPC
SMOC1,0,1.791507585,0.755,0.516,0,OPC
CA10,0,1.72409844,0.919,0.719,0,OPC
AL445250.1,0,1.68412924,0.799,0.53,0,OPC
LINC00511,0,1.652831047,0.837,0.606,0,OPC
NXPH1,0,1.633115751,0.921,0.569,0,OPC
PLPPR1,0,1.615986723,0.876,0.658,0,OPC
COL9A1,0,1.602223887,0.71,0.479,0,OPC
DISC1,0,1.601147761,0.824,0.517,0,OPC
MAML2,0,1.586491963,0.92,0.618,0,OPC
SOX2-OT,0,1.580626428,0.922,0.695,0,OPC
GRID2,0,1.522411487,0.975,0.752,0,OPC
MIR3681HG,0,1.516133623,0.594,0.453,0,OPC
PID1,0,1.503836505,0.84,0.671,0,OPC
BCAN,0,1.498478633,0.708,0.469,0,OPC
BRINP3,0,1.456189032,0.916,0.729,0,OPC
