gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster
AC093610.1,0,0.476628168,0.552,0.444,0,EX.NRGN
AL136114.1,0,0.474232772,0.822,0.551,0,EX.NRGN
POSTN,0,0.474211117,0.731,0.409,0,EX.NRGN
MT-CO3,0,0.471859273,0.962,0.873,0,EX.NRGN
CDH12,0,0.468436678,0.859,0.696,0,EX.NRGN
ERC2,0,0.464404471,0.969,0.733,0,EX.NRGN
TMTC1,0,0.464354629,0.771,0.596,0,EX.NRGN
RNF144B,0,0.456373702,0.656,0.421,0,EX.NRGN
PIP5K1B,0,0.453174447,0.861,0.637,0,EX.NRGN
UBASH3B,0,0.449542443,0.791,0.514,0,EX.NRGN
TOX2,0,0.447747766,0.677,0.55,0,EX.NRGN
TCIM,0,0.447466196,0.655,0.42,0,EX.NRGN
GPC6,0,0.443899448,0.892,0.767,0,EX.NRGN
DPP10-AS3,0,0.441080195,0.565,0.424,0,EX.NRGN
ASIC2,0,0.439120339,0.927,0.73,0,EX.NRGN
DOK6,0,0.437301256,0.917,0.755,0,EX.NRGN
HS6ST3,0,0.434995461,0.961,0.776,0,EX.NRGN
LRRTM4,0,0.434488875,0.992,0.839,0,EX.NRGN
PPARG,0,0.42890534,0.666,0.59,0,EX.NRGN
PRDM1,0,0.428283313,0.566,0.295,0,EX.NRGN
PHACTR2,0,0.425107258,0.801,0.578,0,EX.NRGN
OSTN,0,0.422753982,0.81,0.519,0,EX.NRGN
C1QL1,0,0.418581764,0.598,0.387,0,EX.NRGN
NDRG4,0,0.418307043,0.874,0.673,0,EX.NRGN
GLRA2,0,0.41800823,0.749,0.497,0,EX.NRGN
SYTL5,0,0.410534973,0.675,0.558,0,EX.NRGN
LGI2,0,0.406136052,0.82,0.533,0,EX.NRGN
ENTPD3,0,0.405694589,0.665,0.5,0,EX.NRGN
ARL4C,0,0.404545576,0.826,0.589,0,EX.NRGN
AL357873.1,0,0.402868712,0.691,0.551,0,EX.NRGN
RARB,0,0.400412269,0.727,0.583,0,EX.NRGN
CLEC2L,0,0.398157072,0.739,0.577,0,EX.NRGN
PLCH1,0,0.397305571,0.691,0.505,0,EX.NRGN
UTRN,0,0.396023633,0.831,0.617,0,EX.NRGN
MAF,0,0.39579493,0.724,0.441,0,EX.NRGN
LUZP2,0,0.394706977,0.877,0.766,0,EX.NRGN
MIR4435-2HG,0,0.394419601,0.751,0.539,0,EX.NRGN
MT-ND4,0,0.388262427,0.953,0.844,0,EX.NRGN
CLMP,0,0.385995582,0.732,0.58,0,EX.NRGN
ROR1,0,0.384104381,0.716,0.529,0,EX.NRGN
FAM3C,0,0.381887705,0.811,0.58,0,EX.NRGN
SLC32A1,0,0.381404697,0.772,0.408,0,EX.NRGN
AC092422.1,0,0.378459399,0.674,0.551,0,EX.NRGN
ZNF804B,0,0.37611327,0.89,0.711,0,EX.NRGN
RAB3B,0,0.375286696,0.717,0.607,0,EX.NRGN
KAZN-AS1,0,0.365319718,0.635,0.552,0,EX.NRGN
NXPH2,0,0.365253172,0.768,0.461,0,EX.NRGN
WLS,0,0.361022825,0.866,0.611,0,EX.NRGN
NPNT,0,0.358509689,0.65,0.474,0,EX.NRGN
MEPE,0,0.355301584,0.368,0.314,0,EX.NRGN
HOMER3,0,0.352460048,0.651,0.344,0,EX.NRGN
GOT1,0,0.349016442,0.789,0.603,0,EX.NRGN
AC092969.1,0,0.348767849,0.769,0.534,0,EX.NRGN
GABRG3-AS1,0,0.347007583,0.637,0.513,0,EX.NRGN
SCN9A,0,0.341935394,0.625,0.521,0,EX.NRGN
MAP1A,0,0.341284991,0.826,0.559,0,EX.NRGN
TENM3-AS1,0,0.340974592,0.656,0.544,0,EX.NRGN
LRRC39,0,0.337710647,0.639,0.437,0,EX.NRGN
VWC2L,0,0.335946439,0.726,0.52,0,EX.NRGN
HTR4,0,0.335602814,0.643,0.513,0,EX.NRGN
NPPC,0,0.335585513,0.54,0.351,0,EX.NRGN
ZNF385B,0,0.335555947,0.914,0.744,0,EX.NRGN
LINC02398,0,0.335451336,0.626,0.433,0,EX.NRGN
MT-ATP6,0,0.329465949,0.911,0.787,0,EX.NRGN
SNCG,0,0.328084382,0.664,0.549,0,EX.NRGN
NEFH,0,0.32650252,0.754,0.483,0,EX.NRGN
EPHA7,0,0.32583297,0.753,0.628,0,EX.NRGN
PLCE1,0,0.324722513,0.555,0.487,0,EX.NRGN
MEG3,0,0.323693143,0.992,0.783,0,EX.NRGN
KCNH7,0,0.322722897,0.95,0.77,0,EX.NRGN
KCNMB2-AS1,0,0.319824364,0.793,0.62,0,EX.NRGN
FRMPD4,0,0.318944278,0.928,0.752,0,EX.NRGN
SPRY4-AS1,0,0.312960785,0.844,0.704,0,EX.NRGN
KLHL29,0,0.310760076,0.726,0.618,0,EX.NRGN
MMP16,0,0.306708568,0.934,0.763,0,EX.NRGN
KCNH1,0,0.305954118,0.905,0.705,0,EX.NRGN
CNTN6,0,0.304745345,0.8,0.604,0,EX.NRGN
ZNF385D-AS2,0,0.302793653,0.605,0.251,0,EX.NRGN
FLT3,0,0.299606703,0.655,0.501,0,EX.NRGN
CDH18,0,0.293344726,0.89,0.739,0,EX.NRGN
AC046195.1,0,0.291855957,0.61,0.549,0,EX.NRGN
NDST4,0,0.291544206,0.626,0.474,0,EX.NRGN
PNOC,0,0.290050698,0.729,0.532,0,EX.NRGN
MYRFL,0,0.286233089,0.702,0.51,0,EX.NRGN
CHRM2,0,0.284899157,0.762,0.657,0,EX.NRGN
NRIP3,0,0.283691065,0.674,0.498,0,EX.NRGN
HTR7,0,0.28281342,0.684,0.497,0,EX.NRGN
AC120193.1,0,0.278887329,0.669,0.515,0,EX.NRGN
CYCS,0,0.277938505,0.809,0.67,0,EX.NRGN
HAPLN4,0,0.277485962,0.765,0.406,0,EX.NRGN
AL049779.4,0,0.277373963,0.673,0.526,0,EX.NRGN
TACR1,0,0.276022354,0.541,0.447,0,EX.NRGN
AC090579.1,0,0.27574471,0.64,0.568,0,EX.NRGN
SNAP25-AS1,0,0.273805124,0.782,0.6,0,EX.NRGN
KHDRBS2-OT,0,0.272860552,0.735,0.563,0,EX.NRGN
CEND1,0,0.272517679,0.667,0.507,0,EX.NRGN
HGF,0,0.269332397,0.662,0.4,0,EX.NRGN
MDH1,0,0.267545182,0.805,0.656,0,EX.NRGN
SCN1B,0,0.262674629,0.649,0.383,0,EX.NRGN
AC093765.2,0,0.262471988,0.531,0.397,0,EX.NRGN
CMTM8,0,0.261365927,0.707,0.605,0,EX.NRGN
WIF1,0,0.258193381,0.662,0.469,0,EX.NRGN
MT-CO1,0,0.25773798,0.967,0.863,0,EX.NRGN
NAP1L5,0,0.25495909,0.766,0.51,0,EX.NRGN
CORT,0,0.253155243,0.784,0.554,0,EX.NRGN
CXXC4-AS1,0,0.252879551,0.742,0.527,0,EX.NRGN
PIK3R3,0,0.251715066,0.626,0.547,0,EX.NRGN
CUX2,0,0.25133716,0.708,0.634,0,EX.NRGN
EMX2,0,-0.251996751,0.236,0.451,0,EX.NRGN
RTN1,0,-0.252210254,0.905,0.781,0,EX.NRGN
DPY19L1,0,-0.254741294,0.639,0.607,0,EX.NRGN
FRMD6,0,-0.255446797,0.593,0.548,0,EX.NRGN
SLC4A4,0,-0.256169374,0.824,0.648,0,EX.NRGN
PDGFRB,0,-0.256647095,0.179,0.388,0,EX.NRGN
3-Mar,0,-0.260374115,0.712,0.523,0,EX.NRGN
MLC1,0,-0.260684351,0.65,0.473,0,EX.NRGN
LINC01090,0,-0.263745247,0.53,0.655,0,EX.NRGN
ETNPPL,0,-0.265206474,0.612,0.387,0,EX.NRGN
NPTX2,0,-0.266327731,0.757,0.631,0,EX.NRGN
NTNG2,0,-0.26702277,0.501,0.53,0,EX.NRGN
LINC01202,0,-0.269075758,0.484,0.6,0,EX.NRGN
MSC-AS1,0,-0.273783102,0.488,0.473,0,EX.NRGN
MRVI1,0,-0.27378548,0.657,0.463,0,EX.NRGN
LINC02223,0,-0.27604335,0.61,0.496,0,EX.NRGN
PDK4,0,-0.277475854,0.493,0.37,0,EX.NRGN
MCHR2,0,-0.277733048,0.631,0.646,0,EX.NRGN
LINC01811,0,-0.277807565,0.629,0.545,0,EX.NRGN
CDC14A,0,-0.27866132,0.595,0.526,0,EX.NRGN
AL078590.2,0,-0.280858505,0.589,0.413,0,EX.NRGN
LINC02217,0,-0.282324441,0.611,0.604,0,EX.NRGN
KIT,0,-0.283714495,0.154,0.467,0,EX.NRGN
CSF1R,0,-0.284593935,0.27,0.478,0,EX.NRGN
RASGEF1B,0,-0.284819685,0.626,0.624,0,EX.NRGN
AC008696.2,0,-0.286265987,0.503,0.537,0,EX.NRGN
TBXAS1,0,-0.28631719,0.345,0.492,0,EX.NRGN
ADAMTSL3,0,-0.286687038,0.66,0.562,0,EX.NRGN
AC117453.1,0,-0.288401867,0.757,0.647,0,EX.NRGN
R3HDM1,0,-0.289073062,0.946,0.805,0,EX.NRGN
SVEP1,0,-0.291227782,0.62,0.489,0,EX.NRGN
ARHGAP10,0,-0.292452421,0.523,0.636,0,EX.NRGN
CNR1,0,-0.29839039,0.795,0.659,0,EX.NRGN
DOCK2,0,-0.300624565,0.365,0.526,0,EX.NRGN
STON2,0,-0.301812951,0.687,0.5,0,EX.NRGN
F11-AS1,0,-0.302019588,0.401,0.532,0,EX.NRGN
AC110296.1,0,-0.302461906,0.643,0.628,0,EX.NRGN
CTXN1,0,-0.303130685,0.638,0.575,0,EX.NRGN
MIR3681HG,0,-0.304682953,0.555,0.458,0,EX.NRGN
MFGE8,0,-0.305092868,0.348,0.471,0,EX.NRGN
INPP5D,0,-0.305109785,0.644,0.5,0,EX.NRGN
NRP1,0,-0.305747917,0.658,0.52,0,EX.NRGN
ARHGAP15,0,-0.306056853,0.399,0.569,0,EX.NRGN
DNAH14,0,-0.306072938,0.538,0.569,0,EX.NRGN
LINC01331,0,-0.308644563,0.589,0.615,0,EX.NRGN
DLC1,0,-0.30905394,0.821,0.666,0,EX.NRGN
AC092902.4,0,-0.311990987,0.588,0.583,0,EX.NRGN
HTR2A,0,-0.315409455,0.691,0.622,0,EX.NRGN
PRDM16,0,-0.31605668,0.226,0.537,0,EX.NRGN
GLRA3,0,-0.317525631,0.653,0.637,0,EX.NRGN
COL11A1,0,-0.318003008,0.724,0.656,0,EX.NRGN
XYLT1,0,-0.321862369,0.804,0.666,0,EX.NRGN
ACTB,0,-0.323343574,0.863,0.803,0,EX.NRGN
LTBP1,0,-0.324084775,0.251,0.465,0,EX.NRGN
FKBP1A,0,-0.326609833,0.617,0.572,0,EX.NRGN
DNAH6,0,-0.32713083,0.502,0.522,0,EX.NRGN
DIRC3,0,-0.328141845,0.581,0.557,0,EX.NRGN
SCHLAP1,0,-0.328341008,0.619,0.653,0,EX.NRGN
GNA14,0,-0.330368415,0.643,0.461,0,EX.NRGN
SEMA6D,0,-0.331007698,0.692,0.65,0,EX.NRGN
COL24A1,0,-0.337901406,0.683,0.665,0,EX.NRGN
TBR1,0,-0.338186874,0.389,0.545,0,EX.NRGN
PBX3,0,-0.339744552,0.581,0.51,0,EX.NRGN
LINC00507,0,-0.340270015,0.578,0.629,0,EX.NRGN
FKBP5,0,-0.340651002,0.583,0.342,0,EX.NRGN
LINC01748,0,-0.341800727,0.567,0.569,0,EX.NRGN
GLI3,0,-0.342477842,0.306,0.493,0,EX.NRGN
OTOGL,0,-0.342793816,0.439,0.657,0,EX.NRGN
COL5A2,0,-0.35261851,0.476,0.569,0,EX.NRGN
SEMA3C,0,-0.356356695,0.637,0.598,0,EX.NRGN
ADAMTS19,0,-0.357377785,0.587,0.629,0,EX.NRGN
HEPN1,0,-0.359392496,0.303,0.428,0,EX.NRGN
AC008574.1,0,-0.3629738,0.439,0.641,0,EX.NRGN
HOPX,0,-0.363601389,0.573,0.558,0,EX.NRGN
TSBP1-AS1,0,-0.364153126,0.444,0.534,0,EX.NRGN
LINC01630,0,-0.364873152,0.64,0.481,0,EX.NRGN
KCNIP4-IT1,0,-0.371748263,0.554,0.589,0,EX.NRGN
RXFP1,0,-0.371827744,0.658,0.571,0,EX.NRGN
CRYM,0,-0.376655991,0.661,0.599,0,EX.NRGN
ALDH1A1,0,-0.378142632,0.658,0.572,0,EX.NRGN
TXNIP,0,-0.379940697,0.275,0.387,0,EX.NRGN
PROX1,0,-0.382852655,0.53,0.461,0,EX.NRGN
SORCS3,0,-0.383980272,0.742,0.674,0,EX.NRGN
PART1,0,-0.385887706,0.551,0.591,0,EX.NRGN
AGT,0,-0.388512537,0.318,0.435,0,EX.NRGN
AC093607.1,0,-0.38894783,0.418,0.641,0,EX.NRGN
MGST1,0,-0.391249309,0.529,0.47,0,EX.NRGN
LINC00844,0,-0.394593002,0.491,0.421,0,EX.NRGN
MIR4300HG,0,-0.394971246,0.405,0.518,0,EX.NRGN
TNS3,0,-0.399293918,0.539,0.442,0,EX.NRGN
MERTK,0,-0.406772853,0.587,0.452,0,EX.NRGN
UST,0,-0.407850021,0.641,0.639,0,EX.NRGN
HPCAL1,0,-0.410055425,0.612,0.567,0,EX.NRGN
ACSBG1,0,-0.410567305,0.385,0.518,0,EX.NRGN
LINC02232,0,-0.412464506,0.643,0.556,0,EX.NRGN
B2M,0,-0.413957264,0.68,0.564,0,EX.NRGN
GAP43,0,-0.422705125,0.777,0.747,0,EX.NRGN
TUBB4A,0,-0.426974565,0.675,0.64,0,EX.NRGN
RFTN1,0,-0.42922776,0.544,0.601,0,EX.NRGN
UNC13C,0,-0.429608354,0.619,0.612,0,EX.NRGN
CA2,0,-0.431410246,0.526,0.434,0,EX.NRGN
ARHGAP31,0,-0.432060307,0.57,0.548,0,EX.NRGN
CABLES1,0,-0.432782798,0.667,0.577,0,EX.NRGN
OLIG1,0,-0.433684838,0.557,0.421,0,EX.NRGN
AC073091.3,0,-0.434470666,0.615,0.556,0,EX.NRGN
AC073365.1,0,-0.435550549,0.319,0.551,0,EX.NRGN
OLFM3,0,-0.437796465,0.679,0.728,0,EX.NRGN
SELENOW,0,-0.441141475,0.838,0.769,0,EX.NRGN
HPCA,0,-0.44546941,0.618,0.612,0,EX.NRGN
SLIT3,0,-0.449516163,0.656,0.632,0,EX.NRGN
TPD52L1,0,-0.450974514,0.585,0.451,0,EX.NRGN
DGKB,0,-0.451342523,0.784,0.755,0,EX.NRGN
PPP1R14A,0,-0.454222052,0.319,0.414,0,EX.NRGN
AC007563.2,0,-0.457540197,0.611,0.526,0,EX.NRGN
PDGFRA,0,-0.458505707,0.626,0.491,0,EX.NRGN
CASC15,0,-0.459345937,0.756,0.647,0,EX.NRGN
SLC7A11,0,-0.460751324,0.553,0.46,0,EX.NRGN
RAB31,0,-0.46174428,0.642,0.573,0,EX.NRGN
KCTD1,0,-0.462118266,0.677,0.646,0,EX.NRGN
LHFPL3,0,-0.462686021,0.773,0.601,0,EX.NRGN
HIF3A,0,-0.4666966,0.394,0.423,0,EX.NRGN
PCP4,0,-0.468671972,0.627,0.633,0,EX.NRGN
RMST,0,-0.469183809,0.475,0.555,0,EX.NRGN
PTK2B,0,-0.469291928,0.404,0.503,0,EX.NRGN
EPS8,0,-0.473343416,0.541,0.576,0,EX.NRGN
AL392023.2,0,-0.47483111,0.635,0.655,0,EX.NRGN
AC114971.1,0,-0.475110477,0.676,0.492,0,EX.NRGN
PDLIM5,0,-0.475254695,0.567,0.53,0,EX.NRGN
LRIG1,0,-0.478405417,0.473,0.476,0,EX.NRGN
GPR37L1,0,-0.478870447,0.282,0.458,0,EX.NRGN
BMPER,0,-0.479271157,0.586,0.654,0,EX.NRGN
CXCL14,0,-0.47939715,0.302,0.466,0,EX.NRGN
NRN1,0,-0.486128848,0.58,0.618,0,EX.NRGN
DGKG,0,-0.486905547,0.72,0.66,0,EX.NRGN
ID2,0,-0.488110446,0.581,0.592,0,EX.NRGN
FXYD6,0,-0.488510142,0.705,0.75,0,EX.NRGN
SLC22A10,0,-0.490050796,0.663,0.668,0,EX.NRGN
RERG,0,-0.491670081,0.485,0.521,0,EX.NRGN
SPON1,0,-0.491951478,0.39,0.525,0,EX.NRGN
HS3ST4,0,-0.496180253,0.652,0.627,0,EX.NRGN
CACHD1,0,-0.496477156,0.381,0.499,0,EX.NRGN
ACSS1,0,-0.502827844,0.5,0.425,0,EX.NRGN
SYNPR,0,-0.5120468,0.619,0.539,0,EX.NRGN
LINC02822,0,-0.512117951,0.676,0.632,0,EX.NRGN
AL157944.1,0,-0.513075111,0.406,0.569,0,EX.NRGN
LINC00320,0,-0.513881776,0.401,0.506,0,EX.NRGN
MOG,0,-0.514593229,0.555,0.42,0,EX.NRGN
SHROOM3,0,-0.51653771,0.513,0.655,0,EX.NRGN
ERMN,0,-0.517095575,0.328,0.446,0,EX.NRGN
AC107223.1,0,-0.517785447,0.741,0.713,0,EX.NRGN
PID1,0,-0.52103,0.721,0.681,0,EX.NRGN
SCN3B,0,-0.524120115,0.705,0.756,0,EX.NRGN
SGCD,0,-0.525467464,0.619,0.789,0,EX.NRGN
ANLN,0,-0.531293326,0.438,0.475,0,EX.NRGN
CALM2,0,-0.533274441,0.931,0.883,0,EX.NRGN
AL137139.2,0,-0.533438652,0.6,0.499,0,EX.NRGN
MAML3,0,-0.536691145,0.644,0.562,0,EX.NRGN
S100B,0,-0.538180508,0.53,0.487,0,EX.NRGN
DYNLL1,0,-0.538921952,0.745,0.737,0,EX.NRGN
KCNH5,0,-0.541633221,0.647,0.689,0,EX.NRGN
BMPR1B,0,-0.544837261,0.553,0.595,0,EX.NRGN
FOLH1,0,-0.54726062,0.488,0.46,0,EX.NRGN
CNTNAP4,0,-0.548999805,0.764,0.657,0,EX.NRGN
GDA,0,-0.549370897,0.603,0.641,0,EX.NRGN
BICC1,0,-0.55003983,0.336,0.646,0,EX.NRGN
AJ009632.2,0,-0.551465745,0.347,0.59,0,EX.NRGN
FGFR3,0,-0.554015603,0.294,0.446,0,EX.NRGN
LINC01122,0,-0.557943266,0.582,0.692,0,EX.NRGN
AC067956.1,0,-0.55999221,0.6,0.586,0,EX.NRGN
KIAA1211L,0,-0.560140515,0.576,0.676,0,EX.NRGN
AL445250.1,0,-0.568363264,0.474,0.552,0,EX.NRGN
PDZRN4,0,-0.574725987,0.778,0.612,0,EX.NRGN
PLLP,0,-0.574842238,0.429,0.465,0,EX.NRGN
TRHDE,0,-0.576074162,0.727,0.65,0,EX.NRGN
DISC1,0,-0.578981236,0.623,0.534,0,EX.NRGN
OPALIN,0,-0.57998877,0.379,0.414,0,EX.NRGN
PON2,0,-0.582590128,0.34,0.463,0,EX.NRGN
SPP1,0,-0.584608052,0.491,0.382,0,EX.NRGN
AL033523.1,0,-0.584939988,0.496,0.498,0,EX.NRGN
LINC02055,0,-0.58906625,0.511,0.539,0,EX.NRGN
DOCK8,0,-0.589763899,0.69,0.552,0,EX.NRGN
MIR137HG,0,-0.592514855,0.639,0.647,0,EX.NRGN
ZNRF3,0,-0.595598416,0.581,0.58,0,EX.NRGN
PLPP3,0,-0.597332599,0.541,0.503,0,EX.NRGN
TESPA1,0,-0.600131009,0.514,0.593,0,EX.NRGN
DIRAS2,0,-0.601321128,0.557,0.669,0,EX.NRGN
SORCS1,0,-0.60831617,0.733,0.749,0,EX.NRGN
OLFM1,0,-0.611233428,0.818,0.79,0,EX.NRGN
CREG2,0,-0.613266094,0.712,0.714,0,EX.NRGN
PDE7B,0,-0.614361195,0.763,0.696,0,EX.NRGN
LINC01378,0,-0.615153051,0.512,0.569,0,EX.NRGN
MAN1A1,0,-0.619890318,0.649,0.671,0,EX.NRGN
CDH8,0,-0.62114003,0.799,0.714,0,EX.NRGN
ZFHX3,0,-0.622804433,0.538,0.568,0,EX.NRGN
AL359091.1,0,-0.623800607,0.322,0.346,0,EX.NRGN
BASP1-AS1,0,-0.624695117,0.586,0.719,0,EX.NRGN
LINC02263,0,-0.626500109,0.571,0.6,0,EX.NRGN
SELENOP,0,-0.628125771,0.345,0.444,0,EX.NRGN
TUBA1A,0,-0.629203789,0.748,0.762,0,EX.NRGN
NHSL1,0,-0.631170502,0.491,0.57,0,EX.NRGN
MAG,0,-0.632053048,0.21,0.448,0,EX.NRGN
RNASE1,0,-0.632800484,0.548,0.456,0,EX.NRGN
LINC02306,0,-0.633587527,0.528,0.503,0,EX.NRGN
AC019211.1,0,-0.636916553,0.567,0.649,0,EX.NRGN
NTNG1,0,-0.648726617,0.709,0.676,0,EX.NRGN
GRM1,0,-0.649637232,0.598,0.613,0,EX.NRGN
LY86-AS1,0,-0.650034514,0.644,0.632,0,EX.NRGN
CERCAM,0,-0.650826537,0.365,0.405,0,EX.NRGN
AL391840.1,0,-0.650828976,0.534,0.633,0,EX.NRGN
PARD3B,0,-0.658517038,0.63,0.551,0,EX.NRGN
AQP4-AS1,0,-0.658567931,0.662,0.592,0,EX.NRGN
GRM7,0,-0.659390592,0.835,0.769,0,EX.NRGN
MMD2,0,-0.661627942,0.594,0.655,0,EX.NRGN
LRRC3B,0,-0.670403164,0.59,0.679,0,EX.NRGN
PTCHD1-AS,0,-0.673314777,0.462,0.655,0,EX.NRGN
KCNB2,0,-0.67998645,0.683,0.7,0,EX.NRGN
ABCA8,0,-0.682471559,0.461,0.496,0,EX.NRGN
HS3ST5,0,-0.683534388,0.656,0.642,0,EX.NRGN
LMO4,0,-0.685559192,0.794,0.697,0,EX.NRGN
LAMA2,0,-0.688365658,0.498,0.492,0,EX.NRGN
LINC00511,0,-0.689720477,0.594,0.623,0,EX.NRGN
PHACTR1,0,-0.690476286,0.923,0.832,0,EX.NRGN
LINC01170,0,-0.692479388,0.552,0.473,0,EX.NRGN
SLC5A11,0,-0.693437521,0.562,0.529,0,EX.NRGN
FRMD4B,0,-0.697774008,0.809,0.633,0,EX.NRGN
VCAN,0,-0.699434013,0.686,0.479,0,EX.NRGN
BRINP3,0,-0.70253621,0.81,0.738,0,EX.NRGN
NPTX1,0,-0.72516666,0.593,0.656,0,EX.NRGN
LINC00299,0,-0.728012477,0.495,0.583,0,EX.NRGN
ANO3,0,-0.728109947,0.65,0.678,0,EX.NRGN
POU6F2,0,-0.731177809,0.66,0.607,0,EX.NRGN
SLCO1A2,0,-0.735566161,0.453,0.499,0,EX.NRGN
CNDP1,0,-0.73966248,0.435,0.462,0,EX.NRGN
MT2A,0,-0.751145274,0.524,0.496,0,EX.NRGN
GRAMD2B,0,-0.753711992,0.403,0.515,0,EX.NRGN
CLU,0,-0.755130596,0.886,0.795,0,EX.NRGN
FAM107B,0,-0.755359523,0.504,0.527,0,EX.NRGN
AC002429.2,0,-0.760792585,0.39,0.583,0,EX.NRGN
CPNE4,0,-0.761571376,0.531,0.66,0,EX.NRGN
TLE4,0,-0.761819263,0.684,0.596,0,EX.NRGN
GLUL,0,-0.771100583,0.43,0.441,0,EX.NRGN
LPAR1,0,-0.774021779,0.428,0.524,0,EX.NRGN
GRID2,0,-0.776119134,0.776,0.767,0,EX.NRGN
AC013287.1,0,-0.777407174,0.463,0.587,0,EX.NRGN
CLDN11,0,-0.780663592,0.373,0.464,0,EX.NRGN
VRK2,0,-0.782122431,0.35,0.576,0,EX.NRGN
PREX2,0,-0.787562405,0.7,0.623,0,EX.NRGN
KCNT2,0,-0.790366449,0.779,0.766,0,EX.NRGN
IPCEF1,0,-0.792550309,0.549,0.636,0,EX.NRGN
COL5A3,0,-0.796488014,0.39,0.529,0,EX.NRGN
ATP1A2,0,-0.798664539,0.608,0.506,0,EX.NRGN
LHFPL6,0,-0.799109181,0.52,0.624,0,EX.NRGN
FOXP2,0,-0.799415424,0.573,0.68,0,EX.NRGN
MLIP,0,-0.812439228,0.548,0.705,0,EX.NRGN
UGT8,0,-0.816588171,0.427,0.521,0,EX.NRGN
SERPINE2,0,-0.818863496,0.615,0.712,0,EX.NRGN
NDRG2,0,-0.830316561,0.497,0.467,0,EX.NRGN
CST3,0,-0.830838382,0.435,0.464,0,EX.NRGN
CNP,0,-0.836742939,0.556,0.495,0,EX.NRGN
DCC,0,-0.849965761,0.572,0.7,0,EX.NRGN
LINC00609,0,-0.853677531,0.461,0.588,0,EX.NRGN
RYR3,0,-0.875265785,0.769,0.739,0,EX.NRGN
CHST11,0,-0.877821342,0.64,0.633,0,EX.NRGN
ITPR2,0,-0.88229274,0.656,0.587,0,EX.NRGN
CCK,0,-0.888561347,0.787,0.719,0,EX.NRGN
AC079352.1,0,-0.889092837,0.544,0.624,0,EX.NRGN
CBLN2,0,-0.898478539,0.561,0.661,0,EX.NRGN
AL117329.1,0,-0.90169975,0.67,0.676,0,EX.NRGN
PTPRK,0,-0.904670346,0.684,0.757,0,EX.NRGN
TSHZ2,0,-0.906947694,0.483,0.592,0,EX.NRGN
SCD,0,-0.910706327,0.513,0.564,0,EX.NRGN
ZNF98,0,-0.917439186,0.663,0.653,0,EX.NRGN
AC034268.2,0,-0.925739624,0.688,0.688,0,EX.NRGN
TMSB10,0,-0.927737729,0.87,0.858,0,EX.NRGN
PDZD2,0,-0.930951932,0.614,0.663,0,EX.NRGN
LINC01608,0,-0.931426612,0.504,0.504,0,EX.NRGN
ARHGAP24,0,-0.934949247,0.561,0.517,0,EX.NRGN
ARPP19,0,-0.943534868,0.69,0.768,0,EX.NRGN
CADPS2,0,-0.946520046,0.666,0.661,0,EX.NRGN
SATB2,0,-0.953002304,0.562,0.653,0,EX.NRGN
CTNNA2,0,-0.958570793,0.929,0.83,0,EX.NRGN
PTN,0,-0.960329257,0.633,0.667,0,EX.NRGN
DOCK5,0,-0.97114948,0.562,0.521,0,EX.NRGN
LRMDA,0,-0.971773161,0.549,0.481,0,EX.NRGN
SNCA,0,-0.973826545,0.729,0.711,0,EX.NRGN
ENPP2,0,-0.992102713,0.534,0.6,0,EX.NRGN
C10orf90,0,-1.003031008,0.533,0.561,0,EX.NRGN
RGS6,0,-1.015095894,0.66,0.705,0,EX.NRGN
NELL2,0,-1.019354827,0.754,0.744,0,EX.NRGN
FAT3,0,-1.023514473,0.623,0.741,0,EX.NRGN
KCNH8,0,-1.046071822,0.637,0.6,0,EX.NRGN
APOD,0,-1.051771113,0.456,0.544,0,EX.NRGN
NELL1,0,-1.052137928,0.679,0.743,0,EX.NRGN
CACNA2D3,0,-1.053635048,0.591,0.722,0,EX.NRGN
SLC17A7,0,-1.056797876,0.614,0.73,0,EX.NRGN
SV2B,0,-1.057306045,0.68,0.687,0,EX.NRGN
NRGN,0,-1.061366835,0.768,0.77,0,EX.NRGN
TMEM144,0,-1.066185843,0.534,0.581,0,EX.NRGN
AC012494.1,0,-1.066572003,0.562,0.565,0,EX.NRGN
CHN1,0,-1.073000054,0.911,0.861,0,EX.NRGN
OBI1-AS1,0,-1.080425249,0.578,0.558,0,EX.NRGN
LINGO2,0,-1.092874109,0.815,0.708,0,EX.NRGN
TF,0,-1.130696924,0.479,0.518,0,EX.NRGN
RORB,0,-1.133249161,0.589,0.625,0,EX.NRGN
MEIS2,0,-1.144890696,0.634,0.68,0,EX.NRGN
BCAS1,0,-1.152910875,0.681,0.617,0,EX.NRGN
NECAB1,0,-1.157367115,0.506,0.699,0,EX.NRGN
KCNIP4,0,-1.172256597,0.882,0.84,0,EX.NRGN
MOBP,0,-1.233043548,0.363,0.533,0,EX.NRGN
ENC1,0,-1.258390279,0.667,0.771,0,EX.NRGN
NKAIN3,0,-1.270875097,0.626,0.683,0,EX.NRGN
CA10,0,-1.295264899,0.702,0.734,0,EX.NRGN
ADGRV1,0,-1.30236412,0.41,0.566,0,EX.NRGN
NRG1,0,-1.360813181,0.591,0.717,0,EX.NRGN
NCKAP5,0,-1.410406141,0.653,0.68,0,EX.NRGN
AC011287.1,0,-1.413209957,0.693,0.684,0,EX.NRGN
MBP,0,-1.434641989,0.626,0.622,0,EX.NRGN
